road,km,type,lrp,name,length,category,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
N1,180.85,RCC Girder Bridge,LRP182a,MIRAISORI BRIDGE,23.2,B,100559,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,180.85,12.8,1986,3,Chittagong,Chittagong,Chittagong,Sitakunda,22.78219689,91.56910257,interpolate
N1,181.825,Box Culvert,LRP183b,Mirsorai(2) box culvert,6,A,100576,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,181.825,12.1,1985,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.77419709,91.57287375,interpolate
N1,182.318,Box Culvert,LRP184a,IANAINIPOL BOX CULVERT.,9.7,A,100560,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,182.318,11,1989,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.77025167,91.57509052,interpolate
N1,183.296,Box Culvert,LRP185a,BOKIMTOLA BOX CULVERT,4,A,100575,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,183.296,12.8,1992,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.76306269,91.58045388,interpolate
N1,184.654,Box Culvert,LRP186a,VARTAKA BOX CULVERT,12.9,A,100545,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,184.654,12.7,1999,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.75356532,91.58860042,interpolate
N1,185.058,Box Culvert,LRP187a,VARTAGIA BOX CULVERT,3,A,100546,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,185.058,12.45,1992,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.75063935,91.59088404,interpolate
N1,185.842,Box Culvert,LRP187b,BOTHAGIA (-3) BOX CULVERT,8.1,B,100548,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,185.842,12.7,1986,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.74451365,91.59439989,interpolate
N1,188.35,Box Culvert,LRP190a,NIAZAMPUR BOX CULVERT,3,A,100549,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,188.35,12.2,1988,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.72331676,91.60243314,interpolate
N1,189.058,Box Culvert,LRP191a,MIRJAPUR BOX CULVERT,3,A,100551,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.058,12.2,1985,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.71782439,91.60576233,interpolate
N1,189.13,Box Culvert,LRP191b,MIRZAPUR (2) BOX CULVERT,3,A,100574,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.13,12.2,1993,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.71727073,91.60610848,interpolate
N1,189.58,Box Culvert,LRP191c,ISAMATI BOX CULVERT,19.2,C,100554,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.58,9.8,1984,4,Chittagong,Chittagong,Chittagong,Sitakunda,22.71387274,91.60823522,interpolate
N1,191.107,Box Culvert,LRP193a,DUKHIN UTHPAR BOX CULVERT,19.2,A,100556,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,191.107,12.2,1986,4,Chittagong,Chittagong,Chittagong,Sitakunda,22.7018165,91.61497346,interpolate
N1,192.408,Box Culvert,LRP194a,VANGGARPOL BOX CULVERT,4.2,A,100558,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,192.408,12.2,1993,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.69125171,91.62016906,interpolate
N1,192.95,Box Culvert,LRP195a,BORO KAMALDA BOX CULVERT,3.2,A,100561,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,192.95,12.2,1984,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.68686976,91.62203858,interpolate
N1,194.149,Box Culvert,LRP196a,TARAT BOX CULVERT,6,A,100562,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,194.149,12.1,1990,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.6769773,91.62681695,interpolate
N1,194.998,Box Culvert,LRP197a,Tarial Bazar Culvert,3,A,100563,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,194.998,12.2,1990,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.66995944,91.62935317,interpolate
N1,195.501,Box Culvert,LRP197b,MIRJA PUR (3) BOX CULVERT,3,A,100564,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,195.501,12.1,1984,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.6657839,91.63112936,interpolate
N1,196.038,Box Culvert,LRP198a,SATU DURUAR HAT BOX CULVERT,3,A,100565,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,196.038,12.2,1986,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.66159568,91.63352574,interpolate
N1,196.925,Box Culvert,LRP199a,RONA SORA CULVERT,3.1,A,100566,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,196.925,12.2,1984,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.65471243,91.63792618,interpolate
N1,197.39,Box Culvert,LRP199b,NUNA CHARA BOX CULVERT,4.6,A,100567,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.39,12.1,1989,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.65107095,91.64003412,interpolate
N1,197.846,Box Culvert,LRP199c,BOTTOL BOX CULVERT,12.4,A,100569,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.846,12.1,1992,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.64745611,91.64191712,interpolate
N1,199.279,Box Culvert,LRP201a,KACHAI PATH BOX CULVERT,3,A,100568,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.279,12.1,2003,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.63609659,91.64820924,interpolate
N1,199.502,Box Culvert,LRP201b,KACHAI POTTI BOX CULVERT,3,A,100570,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.502,12.1,1999,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.63432857,91.64920773,interpolate
N1,200.277,Box Culvert,LRP202a,EGOL PUR BOX CULVERT,3,A,100572,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.277,12.13,1985,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.62816664,91.65275783,interpolate
N1,200.575,Box Culvert,LRP202b,UTTOR SITAKONDO BAZAR BOX CULVERT,6.1,B,100571,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.575,12.1,1986,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.62583234,91.65418576,interpolate
N1,200.918,Slab Culvert,LRP203a,SITAKUNDA SLAB,3,A,100573,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.918,12.2,1983,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.62304617,91.65546725,interpolate
N1,201.52,Box Culvert,LRP203b,MOHADAB PUR BOX CULVERT,3,A,100577,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.52,12.1,1989,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.61775635,91.65805894,interpolate
N1,201.999,Slab Culvert,LRP204a,PURBOMOHADAB PUR SLAB CULVERT(L),4.6,A,100609,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.999,12.2,1980,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.61498997,91.66026705,interpolate
N1,201.999,Box Culvert,LRP204a,DULAHAJRA(R),4.6,A,112535,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.999,12.2,1992,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.61498997,91.66026705,interpolate
N1,202.435,Box Culvert,LRP205a,MADICAL MORE CULVERT,3,A,100579,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,202.435,12.2,1986,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.61175567,91.66256867,interpolate
N1,203.457,Box Culvert,LRP206a,DOKHIN MOHADEB PUR BOX CULVERT,2.95,A,100578,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,203.457,12.2,1985,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.60383944,91.66737456,interpolate
N1,203.651,Box Culvert,LRP206b,KALIAVA BOX CULVERT,4.5,B,100580,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,203.651,12.1,1988,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.60235069,91.66833673,interpolate
N1,204.342,Box Culvert,LRP206c,SKM BOX CULVERT(1),9.3,B,100581,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,204.342,12.4,1984,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.59716658,91.67181921,interpolate
N1,204.765,Box Culvert,LRP207a,HATILOTA BOX CULVERT,4.5,A,100582,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,204.765,12.1,1989,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.59388818,91.67388894,interpolate
N1,205.615,RCC Girder Bridge,LRP208a,BAROCONDO BRIDGE,22.25,C,100583,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,205.615,12.8,1988,3,Chittagong,Chittagong,Chittagong,Sitakunda,22.58703502,91.67704447,interpolate
N1,206.3,Box Culvert,LRP208d,BAROGINDO CULVERT,2.5,A,100585,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.3,12.2,1989,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.58150867,91.67953904,interpolate
N1,206.866,Box Culvert,LRP209a,BARO-CUNDHOW BOX CULVERT,10.2,A,100586,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.866,12.3,1990,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.57679302,91.68162274,interpolate
N1,207.64,Box Culvert,LRP210a,PHPMORE BON CULVERT,3,A,100588,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.64,12.2,1988,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.57029059,91.68400967,interpolate
N1,207.913,Box Culvert,LRP210b,CHARA KANDI BOX CULVERT,8.2,A,100589,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.913,12.5,1985,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.56799681,91.68468666,interpolate
N1,208.1,Box Culvert,LRP210d,R. R TEXTAIL BOX CULVERT,4.5,A,100590,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,208.1,12.2,1987,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.56642129,91.68518266,interpolate
N1,209.024,Box Culvert,LRP211a,OHIDPUR BOX CULVERT,4.1,A,112536,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,209.024,12.8,1986,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.55852109,91.68750624,interpolate
N1,209.514,RCC Girder Bridge,LRP212a,BARSH BARIA BRIDGE,21.6,B,100591,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,209.514,12.9,1985,3,Chittagong,Chittagong,Chittagong,Sitakunda,22.55433198,91.68879631,interpolate
N1,210.476,Box Culvert,LRP213a,SOUTH BALSH KHALI BOX CULVERT,3,A,100592,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,210.476,12.2,1987,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.54677272,91.69262606,interpolate
N1,210.776,Box Culvert,LRP213b,DOKHIN BASH-KHALI BOX CULVERT,5.2,A,100594,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,210.776,10.3,2000,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.54448978,91.69413108,interpolate
N1,211.433,Box Culvert,LRP214a,SOTTANA MONDIR CULVERT,8.2,A,100596,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,211.433,12.6,1986,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.53903002,91.69654527,interpolate
N1,212.483,Box Culvert,LRP215a,GULAM JUTE MILE BOX CULVERT,3,A,100598,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,212.483,12.2,2004,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.5303678,91.70046412,interpolate
N1,213.386,Arch Masonry,LRP215b,KYSTELGATE ARCH,16.3,B,100600,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,213.386,7.7,1985,3,Chittagong,Chittagong,Chittagong,Sitakunda,22.52293592,91.70383662,interpolate
N1,214.807,PC Girder Bridge,LRP217a,Chotokumir Bridge,41.11,A,121350,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,214.807,,,,Chittagong,Chittagong,Chittagong,Sitakunda,22.51134712,91.70879079,interpolate
N1,214.807,RCC Girder Bridge,LRP217a,BORO KUMIRA BRIDGE,27,C,100603,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,214.807,7.9,1965,3,Chittagong,Chittagong,Chittagong,Sitakunda,22.51134712,91.70879079,interpolate
N1,215.467,Box Culvert,LRP218a,ROYL CIMINT GATE CULVETRT,4.5,A,100601,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,215.467,12.1,1989,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.50602204,91.71128482,interpolate
N1,216.196,RCC Girder Bridge,LRP218b,GORA MARA RCC GIRDER BRIDGE,17.6,A,100605,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,216.196,9.7,1989,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.50008583,91.71415049,interpolate
N1,217.377,Box Culvert,LRP219a,GORA MARI BOX CULVERT,3,B,100606,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,217.377,12.15,1984,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.4904406,91.71827267,interpolate
N1,217.942,Box Culvert,LRP220a,BARAOWLLA BOX CULVERT,4.5,A,100607,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,217.942,12.2,1989,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.48554801,91.71953095,interpolate
N1,218.441,RCC Girder Bridge,LRP220b,MUDDO SONAISORI BRIDGE,23.2,B,100608,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,218.441,12.6,1987,3,Chittagong,Chittagong,Chittagong,Sitakunda,22.48116421,91.72036336,interpolate
N1,218.441,RCC Girder Bridge,LRP220b,Baro Aulia,24.33,D,121352,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,218.441,,,,Chittagong,Chittagong,Chittagong,Sitakunda,22.48116421,91.72036336,interpolate
N1,219.427,Box Culvert,LRP221a,HATIBORI BOX CULVERT,6,A,100610,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,219.427,12.1,1988,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.47285309,91.72326335,interpolate
N1,220.725,RCC Girder Bridge,LRP223a,SHLAKHAR PAD BRIDGE,23.2,B,100611,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,220.725,12.4,1986,3,Chittagong,Chittagong,Chittagong,Sitakunda,22.46243864,91.7285307,interpolate
N1,220.725,RCC Girder Bridge,LRP223a,Modonhat Bridge,24.32,D,121354,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,220.725,,,,Chittagong,Chittagong,Chittagong,Sitakunda,22.46243864,91.7285307,interpolate
N1,222.357,Box Culvert,LRP224a,KODOM RASUL BOX CULVERT,3,A,100612,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,222.357,12.1,1985,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.44886285,91.73428239,interpolate
N1,222.687,RCC Girder Bridge,LRP225a,SALAKHARPAD BRIDGE,26.3,C,100613,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,222.687,12.7,1984,3,Chittagong,Chittagong,Chittagong,Sitakunda,22.44607933,91.73536743,interpolate
N1,223.743,Box Culvert,LRP226a,HASNA BAD BOX CULVERT,3,A,100614,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,223.743,12.2,1989,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.43750352,91.73866595,interpolate
N1,224.053,RCC Girder Bridge,LRP226b,VATERIE BRIDGE,40,A,100615,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,224.053,18,1995,3,Chittagong,Chittagong,Chittagong,Sitakunda,22.43507379,91.73965272,interpolate
N1,225.702,PC Girder Bridge,LRP228a,DHAMAKHALI BRIDGE,35.1,B,100616,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,225.702,12.6,1990,3,Chittagong,Chittagong,Chittagong,Sitakunda,22.42204155,91.74802098,interpolate
N1,228.029,Box Culvert,LRP230a,VATIARI CULVERT,5,A,100617,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.029,10.9,1996,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.40301454,91.75657412,interpolate
N1,228.797,Box Culvert,LRP231a,T. B HOSPITAL GATE BOX CULVERT,3,A,100619,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.797,12.1,1984,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.39633988,91.75825516,interpolate
N1,229.203,PC Girder Bridge,LRP231b,GAMMON BRIDGE,18,A,100618,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,229.203,20.2,1955,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.39271753,91.75908821,interpolate
N1,230.13,Box Culvert,LRP232a,PAKKA MATA BOX CULVERT,3,A,112543,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.13,12.2,1951,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.38524588,91.76250566,interpolate
N1,230.921,Box Culvert,LRP233a,GLAXO BOX CULVERT,8.3,A,100620,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.921,12.8,1990,2,Chittagong,Chittagong,Chittagong,Sitakunda,22.37970118,91.76704765,interpolate
N1,231.966,Box Culvert,LRP234a,CORNAIL HAT BOX CULVERT,3,A,100621,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,231.966,31,1993,1,Chittagong,Chittagong,Chittagong,Sitakunda,22.36968413,91.77392587,interpolate
N1,242.016,Box Culvert,LRP236a,BOALIA BOX CULVERT,4.65,C,100628,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,242.016,12.1,1983,1,Chittagong,Chittagong,Chittagong,Chittagong,22.35990574,91.85226949,interpolate
N1,242.898,RCC Girder Bridge,LRP238a,Bakulia Bridge,15.8,A,121356,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,242.898,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.35226747,91.85262205,interpolate
N1,242.898,RCC Girder Bridge,LRP238a,BAKULIA BRIDGE,14.7,B,100629,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,242.898,10.2,1995,1,Chittagong,Chittagong,Chittagong,Chittagong,22.35226747,91.85262205,interpolate
N1,244.367,RCC Girder Bridge,LRP239a,HAFAS BAGAR BRIDGE,38.4,B,101094,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.367,10,1996,3,Chittagong,Chittagong,Chittagong,Chittagong,22.33953935,91.85338716,interpolate
N1,244.367,RCC Girder Bridge,LRP239a,5 No hafez bazar Bridge,39.67,C,121357,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.367,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.33953935,91.85338716,interpolate
N1,244.856,RCC Girder Bridge,LRP240a,RAZAKATI BRIDGE,39.4,B,100630,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.856,9.1,1985,3,Chittagong,Chittagong,Chittagong,Chittagong,22.33576732,91.85385369,interpolate
N1,244.856,RCC Girder Bridge,LRP240a,Tulatuli Bridge,40.38,C,121358,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.856,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.33576732,91.85385369,interpolate
N1,244.975,RCC Girder Bridge,LRP240c,RAJAKHALI RCC GIDER BRIDGE,48.5,A,100632,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.975,9.2,1985,3,Chittagong,Chittagong,Chittagong,Chittagong,22.33491534,91.8533979,interpolate
N1,244.975,RCC Girder Bridge,LRP240c,Rajakhali Bridge,49.31,C,121359,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.975,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.33491534,91.8533979,interpolate
N1,246.02,PC Box,LRP241a,Sha Amanot Bridge,954.5,A,121361,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,246.02,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.32664514,91.85275939,interpolate
N1,246.02,Truss With Timber Deck,LRP241a,Hajrath Sha Amanath Satu,914,C,104574,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,246.02,12.4,1993,7,Chittagong,Chittagong,Chittagong,Chittagong,22.32664514,91.85275939,interpolate
N1,247.637,PC Girder Bridge,LRP242b,Shikalbaha Bridge,17.3,A,121083,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,247.637,,,,Chittagong,Chittagong,Dohazari,Patiya,22.31292651,91.85618192,interpolate
N1,247.637,RCC Girder Bridge,LRP242b,SHIKALBAHA BRIDGE,11,C,100633,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,247.637,7.3,1982,1,Chittagong,Chittagong,Dohazari,Patiya,22.31292651,91.85618192,interpolate
N1,248.499,Box Culvert,LRP243b,SHIKALBAHA,15.2,C,100634,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,248.499,9.6,1981,2,Chittagong,Chittagong,Dohazari,Patiya,22.30645776,91.86044903,interpolate
N1,249.04,Box Culvert,LRP244a,SOUTH MITTACHORI,3,A,112537,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.04,12.2,1968,1,Chittagong,Chittagong,Dohazari,Patiya,22.30262355,91.8635647,interpolate
N1,249.348,Box Culvert,LRP244b,SHIKALBAHA BOX CULVERT,5.7,B,100636,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.348,7.9,1973,1,Chittagong,Chittagong,Dohazari,Patiya,22.30028513,91.86529803,interpolate
N1,249.674,Box Culvert,LRP244c,KADUMTOLI CULVERT,3,A,112542,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.674,12.2,1972,1,Chittagong,Chittagong,Dohazari,Patiya,22.29753503,91.86636303,interpolate
N1,250.215,Slab Culvert,LRP245a,ISLAMPUR CULVERT,1.5,A,112541,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.215,12.1,1993,1,Chittagong,Chittagong,Dohazari,Patiya,22.29323663,91.86843607,interpolate
N1,250.519,Box Culvert,LRP245b,NOLBILA CULVERT,3,A,112538,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.519,12.2,1992,1,Chittagong,Chittagong,Dohazari,Patiya,22.29164214,91.87029114,interpolate
N1,250.841,Box Culvert,LRP246a,SHIKALBAHA MORE,3,A,100638,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.841,13.4,1985,1,Chittagong,Chittagong,Dohazari,Patiya,22.29260793,91.87302012,interpolate
N1,251.281,Box Culvert,LRP246b,SHIKALBAHA BOX CULVERT,3,A,100639,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.281,13.4,1995,1,Chittagong,Chittagong,Dohazari,Patiya,22.29446535,91.87671797,interpolate
N1,251.538,PC Girder Bridge,LRP247a,Sikolbaha Bridge-1,116.13,A,121085,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.538,,,,Chittagong,Chittagong,Dohazari,Patiya,22.29626987,91.8807528,interpolate
N1,251.538,PC Girder Bridge,LRP247a,SHIKALBAHA BRIDGE,116.5,C,100640,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.538,9.75,1993,3,Chittagong,Chittagong,Dohazari,Patiya,22.29626987,91.8807528,interpolate
N1,252.506,Box Culvert,LRP248a,SHANTERHAT CULVERT,3,B,100641,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,252.506,12.15,1987,1,Chittagong,Chittagong,Dohazari,Patiya,22.29883692,91.88735128,interpolate
N1,253.777,Box Culvert,LRP249a,SHANTERHAT BOX CULVERT,3.1,B,100642,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,253.777,12.2,1978,1,Chittagong,Chittagong,Dohazari,Patiya,22.30210258,91.89925828,interpolate
N1,254.333,Box Culvert,LRP250a,KUSUMPUR BOX CULVERT,3,A,100643,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,254.333,12.15,1987,1,Chittagong,Chittagong,Dohazari,Patiya,22.30353655,91.90442272,interpolate
N1,255.505,Box Culvert,LRP251a,tassi bazer(R),3,A,112540,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,255.505,10.2,2000,1,Chittagong,Chittagong,Dohazari,Patiya,22.30831899,91.9142153,interpolate
N1,255.505,Box Culvert,LRP251a,MUNSHA BOX CULVERT(L),10.8,B,100644,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,255.505,10.75,1986,2,Chittagong,Chittagong,Dohazari,Patiya,22.30831899,91.9142153,interpolate
N1,256.378,Box Culvert,LRP252a,MONSHA CULVERT,3,A,100647,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.378,12.2,1983,1,Chittagong,Chittagong,Dohazari,Patiya,22.31375468,91.92031764,interpolate
N1,256.89,Box Culvert,LRP252c,UTTOR SONAPUR,3,A,112539,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.89,10.3,1999,1,Chittagong,Chittagong,Dohazari,Patiya,22.31574681,91.92435241,interpolate
N1,257.94,Steel Beam & RCC Slab,LRP253a,Pirol,5.3,A,100728,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,257.94,7,1966,1,Chittagong,Chittagong,Dohazari,Patiya,22.31375656,91.93398323,interpolate
