,road,LRPName,chainage,heavyTruck,mediumTruck,smallTruck,largeBus,mediumBus,microBus,utility,car,autoRickshaw,motorcycle,bicycle,cycleRickshaw,cart,totalMotorized,totalNonMotorized,total
89,N1,LRP425b,428.89,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
90,N1,LRP426d,430.072,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
91,N1,LRP428a,431.877,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
92,N1,LRP429c,432.924,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
93,N1,LRP430d,434.37,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
94,N1,LRP432b,436.388,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
95,N1,LRP434b,438.506,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
96,N1,LRP437b,440.977,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
97,N1,LRP440a,444.315,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
98,N1,LRP444a,447.893,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
99,N1,LRP445b,449.101,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
100,N1,LRP447b,450.943,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
101,N1,LRP449d,453.05,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
102,N1,LRP451a,454.673,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
103,N1,LRP451i,455.496,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
